timestamp,humidity,pm_10,pm_2_5,temperature,dayofweek,month,day,pm_2_5_lag_1,pm_2_5_lag_2,pm_2_5_lag_3,pm_2_5_lag_4,pm_2_5_lag_5,pm_2_5_lag_6,pm_2_5_lag_7
2023-04-09 09:00:00,59.70377604,4.133333333,3.783333333,43.33621216,6,4,9,5.4,5.516666667,3.696428571,2.949152542,3.1,3.25,2.433333333
2023-04-09 10:00:00,58.27046712,4.283333333,3.95,42.8513031,6,4,9,3.783333333,5.4,5.516666667,3.696428571,2.949152542,3.1,3.25
2023-04-09 11:00:00,56.99971517,4.066666667,3.65,42.20341492,6,4,9,3.95,3.783333333,5.4,5.516666667,3.696428571,2.949152542,3.1
2023-04-09 12:00:00,55.37231445,4.016666667,3.883333333,42.28884888,6,4,9,3.65,3.95,3.783333333,5.4,5.516666667,3.696428571,2.949152542
2023-04-09 13:00:00,54.04927572,5.05,4.416666667,41.43836975,6,4,9,3.883333333,3.65,3.95,3.783333333,5.4,5.516666667,3.696428571
2023-04-09 14:00:00,52.63346354,6.033333333,5.266666667,42.2015686,6,4,9,4.416666667,3.883333333,3.65,3.95,3.783333333,5.4,5.516666667
2023-04-09 17:00:00,51.45863851,6.25,5.4,40.39788818,6,4,9,5.333333333,4.9,5.266666667,4.416666667,3.883333333,3.65,3.95
2023-04-09 18:00:00,54.56027327,7.310344828,6.379310345,35.37282483,6,4,9,5.4,5.333333333,4.9,5.266666667,4.416666667,3.883333333,3.65
2023-04-09 19:00:00,57.4138387,8.866666667,7.683333333,32.508255,6,4,9,6.379310345,5.4,5.333333333,4.9,5.266666667,4.416666667,3.883333333
2023-04-09 20:00:00,59.24906413,8.55,7.716666667,31.50688171,6,4,9,7.683333333,6.379310345,5.4,5.333333333,4.9,5.266666667,4.416666667
2023-04-09 21:00:00,60.48411051,7.322033898,6.949152542,31.36538696,6,4,9,7.716666667,7.683333333,6.379310345,5.4,5.333333333,4.9,5.266666667
2023-04-09 22:00:00,61.4944458,8.116666667,7.466666667,31.20509338,6,4,9,6.949152542,7.716666667,7.683333333,6.379310345,5.4,5.333333333,4.9
2023-04-09 23:00:00,62.8044637,11.36666667,10.2,30.32557678,6,4,9,7.466666667,6.949152542,7.716666667,7.683333333,6.379310345,5.4,5.333333333
2023-04-10 00:00:00,64.00146484,9.866666667,8.683333333,29.71025085,0,4,10,10.2,7.466666667,6.949152542,7.716666667,7.683333333,6.379310345,5.4
2023-04-10 01:00:00,64.94099935,9.966666667,8.966666667,29.47459412,0,4,10,8.683333333,10.2,7.466666667,6.949152542,7.716666667,7.683333333,6.379310345
2023-04-10 02:00:00,66.20798747,12.83333333,10.83333333,28.80874634,0,4,10,8.966666667,8.683333333,10.2,7.466666667,6.949152542,7.716666667,7.683333333
2023-04-10 03:00:00,67.02260335,10.68333333,9.783333333,28.55932617,0,4,10,10.83333333,8.966666667,8.683333333,10.2,7.466666667,6.949152542,7.716666667
2023-04-10 04:00:00,67.79897054,13.81666667,11.88333333,28.30570984,0,4,10,9.783333333,10.83333333,8.966666667,8.683333333,10.2,7.466666667,6.949152542
2023-04-10 05:00:00,68.55743408,14.21666667,12.66666667,28.15548706,0,4,10,11.88333333,9.783333333,10.83333333,8.966666667,8.683333333,10.2,7.466666667
2023-04-10 06:00:00,69.19728597,15.8,13.78333333,28.03631592,0,4,10,12.66666667,11.88333333,9.783333333,10.83333333,8.966666667,8.683333333,10.2
2023-04-10 07:00:00,69.26983332,15.79661017,13.44067797,28.67057154,0,4,10,13.78333333,12.66666667,11.88333333,9.783333333,10.83333333,8.966666667,8.683333333
2023-04-10 08:00:00,66.52445475,18.78333333,17.06666667,32.88876343,0,4,10,13.44067797,13.78333333,12.66666667,11.88333333,9.783333333,10.83333333,8.966666667
2023-04-10 09:00:00,61.35579427,21.43333333,19.5,41.23376465,0,4,10,17.06666667,13.44067797,13.78333333,12.66666667,11.88333333,9.783333333,10.83333333
2023-04-10 10:00:00,59.50378418,20.05,17.63333333,42.99447632,0,4,10,19.5,17.06666667,13.44067797,13.78333333,12.66666667,11.88333333,9.783333333
2023-04-10 11:00:00,57.2173055,17.46666667,15.88333333,43.66401672,0,4,10,17.63333333,19.5,17.06666667,13.44067797,13.78333333,12.66666667,11.88333333
2023-04-10 12:00:00,55.47576904,21.21666667,19.21666667,43.86560059,0,4,10,15.88333333,17.63333333,19.5,17.06666667,13.44067797,13.78333333,12.66666667
2023-04-10 13:00:00,54.23563639,25.46666667,23.23333333,43.43339539,0,4,10,19.21666667,15.88333333,17.63333333,19.5,17.06666667,13.44067797,13.78333333
2023-04-10 14:00:00,52.69256592,24.03333333,22.18333333,43.69960022,0,4,10,23.23333333,19.21666667,15.88333333,17.63333333,19.5,17.06666667,13.44067797
2023-04-10 17:00:00,51.81406657,24.25,21.8,40.81700134,0,4,10,24.2,26.08333333,22.18333333,23.23333333,19.21666667,15.88333333,17.63333333
2023-04-10 18:00:00,54.33897891,23.74576271,20.93220339,36.30714029,0,4,10,21.8,24.2,26.08333333,22.18333333,23.23333333,19.21666667,15.88333333
2023-04-10 19:00:00,57.09642313,24.18644068,21.06779661,33.1921904,0,4,10,20.93220339,21.8,24.2,26.08333333,22.18333333,23.23333333,19.21666667
2023-04-10 20:00:00,58.78133138,22.83333333,20.43333333,32.137146,0,4,10,21.06779661,20.93220339,21.8,24.2,26.08333333,22.18333333,23.23333333
